title,platform,developer,genre,rating,release_date,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Cube Life: Island Survival,Wii U,Cypronia,"['Action Adventure', 'Sandbox']",E10+,"Jun  4, 2015",55,Mixed or average reviews,0,5,2,7.3,Mixed or average reviews,12,2,4
Cube Life: Pixel Action Heroes,Wii U,Cypronia,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Mar 30, 2017",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Cubemen 2,Wii U,3 Sprockets,"['Action', 'Strategy', 'Real-Time', 'General', 'Defense']",E10+,"Sep  4, 2014",63,Mixed or average reviews,1,7,0,7.5,Generally favorable reviews,12,2,3
Cubeshift,Wii U,Jace Voracek,"['Puzzle', 'Action', 'General']",E,"Jul 27, 2017",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Cubit The Hardcore Platformer Robot HD,Wii U,CoderChild,"['Action', 'Platformer', '2D']",E,"Jun  8, 2017",0,No score yet,0,1,1,tbd,No user score yet,0,0,1
Cup Critters,Wii U,RCMADIAX,"['Action', 'Arcade']",E,"Jan  5, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Cutie Clash,Wii U,Yazar Media Group LLC,"['Action', 'Platformer', '2D']",E,"Feb 11, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Cutie Pets Go Fishing,Wii U,Yazar Media Group LLC,"['Sports', 'Puzzle', 'Matching', 'Individual', 'Nature', 'Fishing']",E,"Feb 11, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Cutie Pets Jump Rope,Wii U,Yazar Media Group LLC,"['Action', 'Arcade']",E,"Nov 26, 2015",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Cutie Pets Pick Berries,Wii U,Yazar Media Group LLC,"['Action', 'Puzzle', 'General', 'Matching']",E,"Oct 22, 2015",0,No score yet,0,1,2,tbd,No user score yet,0,1,2
Cycle of Eternity: Space Anomaly,Wii U,RandomSpin,"['Role-Playing', 'Simulation', 'General', 'Space', 'Combat']",E,"May 24, 2018",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Daikon Set,Wii U,Butterfly,"['Miscellaneous', 'Party / Minigame']",E,"Jun 22, 2017",0,No score yet,0,0,0,7.6,Generally favorable reviews,5,0,2
Dare Up Adrenaline,Wii U,Be Studios,"['Sports', 'Individual', 'Other']",E,"Jul  9, 2015",0,No score yet,0,1,1,tbd,No user score yet,0,1,1
Darksiders II,Wii U,Vigil Games,"['Modern', 'Action Adventure', 'Fantasy', 'Fantasy', 'Open-World']",M,"Nov 18, 2012",85,Generally favorable reviews,34,2,0,8.0,Generally favorable reviews,156,23,26
Darksiders: Warmastered Edition,Wii U,"Nordic Games Publishing, Kaiko","['Action Adventure', 'Open-World']",M,"May 23, 2017",77,Generally favorable reviews,4,1,0,8.3,Generally favorable reviews,25,3,2
Darts Up,Wii U,EnjoyUp Games,"['Sports', 'General', 'General', 'Individual', 'Other']",E,"Sep 25, 2014",38,Generally unfavorable reviews,0,1,3,tbd,No user score yet,2,0,1
Defend your Crypt,Wii U,Ratalaika Games,"['Strategy', 'Real-Time', 'Defense']",T,"Jul 21, 2016",0,No score yet,0,2,0,tbd,No user score yet,0,2,0
Defense Dome,Wii U,HullBreach Studios,"['Action', 'Shooter', 'Light Gun']",E,"Sep 17, 2015",0,No score yet,0,0,3,tbd,No user score yet,0,0,3
Demonic Karma Summoner,Wii U,GNOBSOFTWARE,"['Action', 'Platformer', '2D']",M,"Oct 27, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Deus Ex: Human Revolution - Director's Cut,Wii U,"Eidos Montreal, Straight Right","['Action Adventure', 'Sci-Fi', 'Sci-Fi', 'General']",M,"Oct 22, 2013",88,Generally favorable reviews,30,0,0,8.5,Generally favorable reviews,177,17,16
Devil's Third,Wii U,Valhalla Game Studios,"['Action Adventure', 'General', 'Modern', 'Action', 'Shooter', 'Third-Person', 'Arcade']",M,"Aug 28, 2015",43,Generally unfavorable reviews,3,21,30,6.6,Mixed or average reviews,185,40,92
Dinox,Wii U,"Engine Software, Codix Games","['Miscellaneous', 'Trivia / Game Show', 'Edutainment']",E10+,"Dec 10, 2015",0,No score yet,0,0,3,tbd,No user score yet,0,0,3
Discovery,Wii U,noowanda,"['Action', 'Action Adventure', 'General', 'Sandbox']",E,"Jan  7, 2016",0,No score yet,0,3,0,tbd,No user score yet,0,2,0
Disney DuckTales: Remastered,Wii U,WayForward,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E,"Aug 13, 2013",76,Generally favorable reviews,8,2,0,8.0,Generally favorable reviews,83,24,9
Disney Epic Mickey 2: The Power of Two,Wii U,"Heavy Iron Studios, Junction Point","['Action', 'Platformer', 'Platformer', '3D', '3D']",E,"Nov 18, 2012",57,Mixed or average reviews,0,11,3,5.9,Mixed or average reviews,23,10,17
Disney Infinity,Wii U,Avalanche Software,"['Action Adventure', 'Fantasy', 'General', 'Fantasy']",E10+,"Aug 18, 2013",71,Mixed or average reviews,5,4,1,7.5,Generally favorable reviews,43,11,9
Disney Infinity 2.0 Edition,Wii U,Avalanche Software,"['Action Adventure', 'General', 'Fantasy']",E10+,"Sep 23, 2014",73,Mixed or average reviews,4,2,0,6.1,Mixed or average reviews,13,7,10
Disney Infinity 3.0 Edition,Wii U,Avalanche Software,"['Action Adventure', 'General']",E10+,"Aug 30, 2015",81,Generally favorable reviews,6,0,0,6.7,Mixed or average reviews,13,3,6
Disney Infinity: Marvel Super Heroes - Guardians of the Galaxy Playset,Wii U,Avalanche Software,"['Action Adventure', 'Fantasy']",,"Sep 23, 2014",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Disney Infinity: Marvel Super Heroes - Ultimate Spider Man Playset,Wii U,Avalanche Software,"['Action Adventure', 'Fantasy']",,"Sep 23, 2014",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Disney Planes,Wii U,Behaviour Interactive,"['Simulation', 'Adventure', 'Flight', 'General', 'General', 'Civilian']",E,"Aug  6, 2013",51,Mixed or average reviews,0,6,4,5.6,Mixed or average reviews,6,3,6
Disney Planes: Fire & Rescue,Wii U,Little Orbit,"['Adventure', 'General']",E,"Nov  4, 2014",0,No score yet,0,1,0,tbd,No user score yet,1,0,0
Disney/Pixar Cars 3: Driven to Win,Wii U,Avalanche Software,"['Racing', 'Arcade', 'Automobile']",E10+,"Jun 13, 2017",0,No score yet,0,0,0,3.5,Generally unfavorable reviews,1,2,3
Dodge Club Party,Wii U,James Montagna,"['Miscellaneous', 'Party / Minigame']",E,"Apr 14, 2016",0,No score yet,0,2,0,tbd,No user score yet,1,0,0
Dolphin Up,Wii U,Rawkins Games,"['Sports', 'General']",E,"Feb  5, 2015",44,Generally unfavorable reviews,0,3,2,5.4,Mixed or average reviews,3,1,4
Don't Crash,Wii U,RCMADIAX,"['Action', 'Racing', 'Arcade', 'Automobile']",E,"Jul  9, 2015",0,No score yet,0,0,3,2.8,Generally unfavorable reviews,1,0,3
Don't Starve: Giant Edition,Wii U,Klei Entertainment,"['Action Adventure', 'Sandbox']",T,"May 28, 2015",75,Generally favorable reviews,8,3,1,7.7,Generally favorable reviews,15,3,2
Don't Touch Anything Red,Wii U,Helix Games,"['Action', 'Platformer', 'Arcade', '2D']",E,"Mar 12, 2015",0,No score yet,0,1,1,tbd,No user score yet,1,0,0
Donkey Kong Country: Tropical Freeze,Wii U,Retro Studios,"['Platformer', '2D', 'Action', 'Platformer', '2D']",E,"Feb 21, 2014",83,Generally favorable reviews,65,12,0,8.9,Generally favorable reviews,827,29,51
Dot Arcade,Wii U,James Montagna,"['Action', 'Arcade']",E10+,"Mar 26, 2015",0,No score yet,2,1,0,tbd,No user score yet,1,0,0
Double Breakout,Wii U,nuGAME,"['Action', 'Arcade']",E,"Sep 22, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Double Breakout II,Wii U,nuGAME,"['Action', 'Arcade']",E,"Mar 16, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Dr. Luigi,Wii U,"Arika, Nintendo","['Miscellaneous', 'Puzzle', 'Stacking']",E,"Dec 31, 2013",65,Mixed or average reviews,9,27,2,7.3,Mixed or average reviews,42,19,9
Dracula's Legacy,Wii U,JetDogs Studios,"['Adventure', 'Puzzle', 'Hidden Object', 'Point-and-Click']",T,"Jul 28, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Dragon Fantasy: The Black Tome of Ice,Wii U,The Muteki Corporation,"['Role-Playing', 'Japanese-Style']",E10+,"May 26, 2016",0,No score yet,1,1,0,tbd,No user score yet,1,0,0
Dragon Fantasy: The Volumes of Westeria,Wii U,The Muteki Corporation,"['Role-Playing', 'Japanese-Style']",E10+,"Jul 23, 2015",64,Mixed or average reviews,2,1,1,tbd,No user score yet,2,1,1
Dragon Skills,Wii U,StarGush Entertainment,"['Action', 'General', 'Arcade']",E,"Aug  4, 2016",0,No score yet,0,1,1,tbd,No user score yet,1,1,0
Draw 2 Survive,Wii U,Unit DTH Studio,"['Action', 'Arcade']",E,"Apr 14, 2016",0,No score yet,0,1,1,tbd,No user score yet,0,1,1
Draw a Stickman: EPIC 2,Wii U,Hitcents,"['Miscellaneous', 'Edutainment']",E,"Nov 30, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Dreamals,Wii U,Xiness,"['Puzzle', 'Action']",E,"Apr 21, 2016",68,Mixed or average reviews,1,3,0,tbd,No user score yet,1,0,1
Dreamals: Dream Quest,Wii U,Xiness,"['Puzzle', 'Action']",,"Sep 29, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
DreamWorks How to Train Your Dragon 2,Wii U,Torus Games,"['Action Adventure', 'General', 'Fantasy']",E10+,"Jun 10, 2014",47,Generally unfavorable reviews,0,2,2,5.3,Mixed or average reviews,5,0,6
DreamWorks Kung Fu Panda: Showdown of Legendary Legends,Wii U,"Vicious Cycle, Little Orbit","['Action', 'Action Adventure', 'General', 'Fighting', '2D']",E10+,"Dec  1, 2015",0,No score yet,0,3,0,6.1,Mixed or average reviews,4,2,3
DreamWorks Penguins of Madagascar,Wii U,"Torus Games, Little Orbit","['Action', 'Action Adventure', 'General', 'Linear']",E,"Nov 18, 2014",0,No score yet,0,1,1,4.6,Generally unfavorable reviews,2,1,4
DreamWorks The Croods: Prehistoric Party!,Wii U,Torus Games,"['Miscellaneous', 'General', 'Party', 'Party', 'Party / Minigame']",E,"Mar 19, 2013",0,No score yet,0,0,3,3.0,Generally unfavorable reviews,2,1,8
Drop It: Block Paradise!,Wii U,ZeNfA Productions,"['Puzzle', 'Action', 'Logic']",E,"Jun 22, 2017",0,No score yet,0,1,1,tbd,No user score yet,0,1,1
Dual Core,Wii U,Gray Fin Studios,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"May 26, 2016",0,No score yet,1,1,0,tbd,No user score yet,1,1,0
Dungeon Hearts DX,Wii U,Wolfgame,"['Puzzle', 'Matching']",E10+,"Nov 10, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Dungeons & Dragons: Chronicles of Mystara,Wii U,Iron Galaxy Studios,"['Action', 'Miscellaneous', ""Beat-'Em-Up"", 'Compilation', 'Compilation']",T,"Sep  5, 2013",77,Generally favorable reviews,4,3,0,7.9,Generally favorable reviews,18,4,2
Dying Is Dangerous,Wii U,CarbonFire Studio,"['Puzzle', 'Action', 'General']",T,"May 14, 2020",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Earthbound Beginnings,Wii U,Pax Softonica,"['Role-Playing', 'Japanese-Style']",,"Jun 14, 2015",0,No score yet,0,0,0,8.2,Generally favorable reviews,57,15,6
Earthlock: Festival of Magic,Wii U,Snow Castle Games,"['Role-Playing', 'General']",E10+,"Sep 14, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,2
Eba & Egg: A Hatch Trip,Wii U,"Giga Drill Games, Daniel Morais","['Action', 'Platformer', '2D']",E,"Jul 20, 2017",0,No score yet,0,1,1,tbd,No user score yet,0,0,1
Ectoplaza,Wii U,"Syndicate Atomic, LLC","['Action', 'Platformer', '2D']",E,"Oct 27, 2016",0,No score yet,0,1,0,tbd,No user score yet,2,0,0
Edge,Wii U,Two Tribes,"['General', 'Puzzle', 'Action', 'Miscellaneous', 'Puzzle', 'General', 'Platformer', '3D']",E,"Nov 21, 2013",79,Generally favorable reviews,6,3,0,7.6,Generally favorable reviews,26,14,6
Educational Pack of Kids Games,Wii U,Skunk Software,"['Miscellaneous', 'Edutainment']",E,"Jun 23, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Electronic Super Joy,Wii U,Michael Todd Games,"['Action', 'Rhythm', 'Platformer', '2D', 'Music']",E10+,"Nov  5, 2015",78,Generally favorable reviews,5,2,0,7.6,Generally favorable reviews,5,1,1
Electronic Super Joy: Groove City,Wii U,Michael Todd Games,"['Action', 'Platformer', '2D']",M,"Jan 15, 2015",0,No score yet,1,1,0,tbd,No user score yet,2,1,0
Elliot Quest,Wii U,Ansimuz Games,"['Action', 'Adventure', 'General', 'Platformer', 'Metroidvania']",E10+,"Mar 19, 2015",76,Generally favorable reviews,7,4,0,7.8,Generally favorable reviews,18,3,3
Emojikara: A Clever Emoji Match Game,Wii U,Intropy Games,"['Puzzle', 'General']",E,"Apr  7, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Endless Golf,Wii U,John McCrea,"['Action', 'Sports', 'General', 'Individual', 'Golf', 'Arcade']",E,"Jul 30, 2015",0,No score yet,0,0,3,tbd,No user score yet,0,0,3
Epic Dumpster Bear,Wii U,Log Games,"['Action', 'Platformer', '2D']",E10+,"Apr  7, 2016",57,Mixed or average reviews,0,4,1,6.5,Mixed or average reviews,4,2,2
Escape From Flare Industries,Wii U,Team Alpha,"['Action', 'Platformer', '2D']",E10+,"May  5, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
ESPN Sports Connection,Wii U,Ubisoft,"['Sports', 'General', 'General', 'Individual', 'Athletics']",E,"Nov 13, 2012",31,Generally unfavorable reviews,0,0,13,4.0,Generally unfavorable reviews,7,4,16
Evofish,Wii U,Moving Player,"['Miscellaneous', 'Party', 'Party / Minigame']",E,"Apr  3, 2014",0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Excitebots: Trick Racing,Wii U,Nintendo,"['Racing', 'Arcade', 'Automobile']",,"Dec 15, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Exile's End,Wii U,MagneticRealms,"['Action', 'Platformer', '2D']",T,"Nov 22, 2016",58,Mixed or average reviews,0,4,0,tbd,No user score yet,1,0,0
Explody Bomb,Wii U,Alkterios Games,"['Action', 'Arcade']",E10+,"Sep 10, 2015",0,No score yet,0,0,1,tbd,No user score yet,1,0,0
Extreme Exorcism,Wii U,Golden Ruby Games,"['Action', 'Platformer', '2D']",E10+,"Sep 23, 2015",79,Generally favorable reviews,8,3,0,7.2,Mixed or average reviews,7,5,2
F1 Race Stars: Powered Up Edition,Wii U,Codemasters,"['Driving', 'Racing', 'Arcade', 'Formula One', 'Formula One', 'Automobile']",E,"Jan 16, 2014",61,Mixed or average reviews,1,6,1,6.9,Mixed or average reviews,11,7,4
Factotum,Wii U,TACS Games,"['Puzzle', 'Action']",E,"Aug 20, 2015",0,No score yet,0,2,1,tbd,No user score yet,0,1,0
Falling Skies: The Game,Wii U,Little Orbit,"['Action', 'Strategy', 'Turn-Based', 'General', 'Tactics']",T,"Oct 30, 2014",39,Generally unfavorable reviews,0,1,4,2.4,Generally unfavorable reviews,1,0,4
Family Party: 30 Great Games Obstacle Arcade,Wii U,"Art Co., Ltd.","['Miscellaneous', 'Party', 'Party', 'Party / Minigame']",E,"Dec  4, 2012",11,Overwhelming dislike,0,0,8,2.7,Generally unfavorable reviews,50,0,146
Family Tennis SP,Wii U,Arc System Works,"['Sports', 'Traditional', 'Team', 'Individual', 'Tennis']",E,"Jan 15, 2015",0,No score yet,0,2,1,tbd,No user score yet,1,0,0
Fast & Furious: Showdown,Wii U,"Activision, Firebrand Games","['Driving', 'Racing', 'Arcade', 'GT / Street', 'GT / Street', 'Automobile']",T,"May 21, 2013",0,No score yet,0,0,1,2.2,Generally unfavorable reviews,4,2,20
FAST Racing NEO,Wii U,Shin'en,"['Driving', 'Racing', 'Arcade', 'Futuristic']",E,"Dec 10, 2015",81,Generally favorable reviews,40,6,0,8.5,Generally favorable reviews,148,16,10
Fat City,Wii U,Heavy Iron Studios,"['Puzzle', 'Action']",E10+,"Jun 18, 2015",0,No score yet,1,0,0,tbd,No user score yet,1,0,0
Fat Dragons,Wii U,Nostatic Software,"['Action', 'Platformer', '2D']",E,"Feb 22, 2018",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Fatal Frame: Maiden of Black Water,Wii U,Koei Tecmo Games,"['Action', 'General', 'Horror', 'Action Adventure', 'Survival']",M,"Oct 22, 2015",67,Mixed or average reviews,25,29,4,8.0,Generally favorable reviews,217,32,41
FIFA Soccer 13,Wii U,Electronic Arts,"['Sim', 'Sports', 'Traditional', 'Team', 'Soccer', 'Sim']",E,"Nov 13, 2012",69,Mixed or average reviews,13,13,2,6.5,Mixed or average reviews,34,11,16
FIFTEEN,Wii U,RCMADIAX,"['Puzzle', 'Logic']",E,"May  4, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Fire: Ungh's Quest,Wii U,Daedalic Entertainment,"['Puzzle', 'Action']",,"Oct 20, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Fist of the North Star: Ken's Rage 2,Wii U,Koei,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D', '3D']",M,"Feb  7, 2013",40,Generally unfavorable reviews,0,2,2,7.1,Mixed or average reviews,20,5,8
Fit Music for Wii U,Wii U,Reward Studios,"['Miscellaneous', 'Exercise / Fitness']",E,"May 22, 2014",0,No score yet,0,0,2,tbd,No user score yet,2,0,1
Flapp & Zegeta,Wii U,DenySoft,"['Action', 'General', 'Arcade']",E,"Nov  6, 2014",0,No score yet,0,0,2,3.9,Generally unfavorable reviews,3,0,5
Flight of Light,Wii U,Crystalline Green Ltd.,"['Racing', 'Arcade', 'Futuristic']",E,"Aug  3, 2017",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Flowerworks HD: Follie's Adventure,Wii U,Nocturnal Entertainment,"['Action', 'Adventure', 'General']",E,"Apr 17, 2014",0,No score yet,0,3,0,tbd,No user score yet,0,0,1
Forest Escape,Wii U,RandomSpin,"['Action Adventure', 'Survival']",T,"Aug  2, 2018",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
forma.8,Wii U,MixedBag,"['Action', 'Action Adventure', 'Platformer', 'Open-World', '2D', 'Metroidvania']",E10+,"Feb 23, 2017",0,No score yet,1,1,0,tbd,No user score yet,1,1,0
Frederic: Resurrection of Music,Wii U,"Forever Entertainment S.A., Forever Entertainment","['Action', 'Miscellaneous', 'Rhythm', 'Music']",T,"Jul 31, 2014",0,No score yet,0,1,0,tbd,No user score yet,2,0,0
Free Balling,Wii U,Skunk Software,"['Action', 'Arcade']",E,"Sep  1, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Freedom Planet,Wii U,GalaxyTrail,"['Action', 'Platformer', '2D']",E10+,"Aug 20, 2015",84,Generally favorable reviews,7,0,0,8.4,Generally favorable reviews,58,7,7
FreezeME,Wii U,Rainy Night Creations,"['Action', 'Platformer', '3D']",E,"Feb  4, 2016",66,Mixed or average reviews,2,3,1,7.5,Generally favorable reviews,10,4,3
Frenchy Bird,Wii U,Carbon Fire Studio,"['Action', 'Platformer', 'Arcade', '2D']",E,"Jan 29, 2015",30,Generally unfavorable reviews,0,0,6,2.3,Generally unfavorable reviews,3,1,14
FullBlast,Wii U,Ufo Crash Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Aug 27, 2015",59,Mixed or average reviews,0,5,0,6.4,Mixed or average reviews,2,2,1
Funk of Titans,Wii U,A Crowd of Monsters,"['Action', 'Platformer', '2D']",T,"May 14, 2015",44,Generally unfavorable reviews,0,1,3,2.0,Generally unfavorable reviews,2,0,8
Funky Barn,Wii U,Tantalus,"['Simulation', 'General', 'General', 'Virtual', 'Virtual Life']",E,"Nov 18, 2012",50,Mixed or average reviews,0,8,2,6.3,Mixed or average reviews,10,2,7
Funky Physics,Wii U,Petite Games,"['Puzzle', 'General']",E,"Sep 10, 2015",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Futuridium EP Deluxe,Wii U,MixedBag,"['Action', 'Shooter', 'Rail']",E,"May 26, 2016",82,Generally favorable reviews,3,1,0,tbd,No user score yet,2,0,0
Gaiabreaker,Wii U,Ubiquitous Entertainment Inc.,"['Action', 'Shooter', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']",E,"Aug 14, 2014",38,Generally unfavorable reviews,0,1,3,tbd,No user score yet,0,1,0
Galaxy Blaster,Wii U,RCMADIAX,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Jul 20, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Game & Wario,Wii U,Intelligent Systems,"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']",E,"Jun 23, 2013",61,Mixed or average reviews,8,47,5,6.7,Mixed or average reviews,69,53,27
Game Party Champions,Wii U,"Phosphor Games Studio, LLC","['Miscellaneous', 'Party', 'Party', 'Party / Minigame']",E,"Nov 18, 2012",24,Generally unfavorable reviews,0,2,6,3.6,Generally unfavorable reviews,9,1,22
Games for Toddlers,Wii U,Skunk Software,"['Miscellaneous', 'Party / Minigame']",E,"Sep  1, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Gear Gauntlet,Wii U,"Crystalline Green Ltd., Drop Dead Interactive","['Action', 'General', 'Arcade']",E,"Sep 15, 2016",0,No score yet,0,2,0,tbd,No user score yet,0,2,0
Gemology,Wii U,BNC Design Studios,"['Puzzle', 'Matching', 'Stacking']",E,"Oct  1, 2015",0,No score yet,0,1,1,tbd,No user score yet,0,1,1
GEOM,Wii U,Andraconus,"['Miscellaneous', 'Puzzle', 'General']",E,"Jun 19, 2014",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
GetClose: A game for RIVALS,Wii U,Wombat Source,"['Miscellaneous', 'Puzzle', 'Action', 'Party', 'Party / Minigame']",E,"Nov 27, 2014",0,No score yet,1,0,0,tbd,No user score yet,1,0,0
Ghost Blade HD,Wii U,HUCAST,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Feb 28, 2017",0,No score yet,0,2,0,tbd,No user score yet,1,0,0
Giana Sisters: Twisted Dreams,Wii U,Black Forest Games,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E,"Sep  5, 2013",74,Mixed or average reviews,2,3,0,7.5,Generally favorable reviews,23,9,5
Giana Sisters: Twisted Dreams - Director's Cut,Wii U,Black Forest Games,"['Action', 'Platformer', '2D']",E,"Oct  9, 2015",0,No score yet,0,0,0,9.5,Universal acclaim,4,0,0
Girls Like Robots,Wii U,Popcannibal,"['Puzzle', 'General']",E10+,"Nov 12, 2015",0,No score yet,1,1,0,tbd,No user score yet,0,0,1
GravBlocks+,Wii U,From Nothing Game Studios,"['Puzzle', 'Matching']",E10+,"Feb 26, 2015",0,No score yet,0,2,0,tbd,No user score yet,0,2,0
Gravity Badgers,Wii U,Wales Interactive,"['Puzzle', 'Action', 'General']",E,"May 29, 2014",48,Generally unfavorable reviews,0,3,4,tbd,No user score yet,0,0,2
Gravity+,Wii U,Nitrolic Games,"['Action', 'Platformer', '2D']",E,"Nov  3, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Guac' a Mole,Wii U,Madskull Creations,"['Action', 'Platformer', '2D']",,"Apr  9, 2015",65,Mixed or average reviews,0,4,0,tbd,No user score yet,0,4,0
Guacamelee! Super Turbo Championship Edition,Wii U,DrinkBox Studios,"['Action', 'Platformer', '2D', '', 'Metroidvania']",E10+,"Jul  2, 2014",90,Universal acclaim,9,0,0,7.7,Generally favorable reviews,113,14,22
Guitar Hero Live,Wii U,"Activision, FreeStyleGames","['Action', 'Rhythm', 'Music']",T,"Oct 20, 2015",84,Generally favorable reviews,4,0,0,6.1,Mixed or average reviews,23,6,12
Gunman Clive HD Collection,Wii U,Horberg Productions,"['Miscellaneous', 'Compilation']",E10+,"Sep  3, 2015",86,Generally favorable reviews,9,1,0,8.2,Generally favorable reviews,31,5,5
Hello Kitty Kruisers,Wii U,Scarab Entertainment,"['Action', 'Driving', 'Racing', 'General', 'Arcade', 'Other', 'Kart']",E,"Mar 21, 2014",0,No score yet,0,1,1,5.0,Mixed or average reviews,4,0,5
Heptrix,Wii U,Jose Varela,"['Puzzle', 'Stacking']",E,"Nov 27, 2014",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
High Strangeness,Wii U,"Barnyard Intelligence Games, Crystal Labs","['Action Adventure', 'Adventure', 'General', 'Open-World']",T,"May  6, 2015",58,Mixed or average reviews,0,6,0,tbd,No user score yet,1,2,0
Hive Jump,Wii U,Graphite Lab,"['Action', 'Platformer', '2D']",E10+,"Sep 28, 2017",0,No score yet,0,2,0,tbd,No user score yet,2,0,1
Hold Your Fire: A Game About Responsibility,Wii U,Alkterios Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Sep 24, 2015",0,No score yet,0,0,2,tbd,No user score yet,0,0,2
Horror Stories,Wii U,RandomSpin,"['Action', 'Action Adventure', 'General', 'Survival']",T,"Jul  4, 2019",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Hot Rod Racer,Wii U,ZeNfA Productions,"['Racing', 'Arcade', 'Automobile']",E,"Jul 21, 2016",0,No score yet,0,0,3,tbd,No user score yet,0,0,3
Hot Wheels: World's Best Driver,Wii U,Warner Bros. Interactive Entertainment,"['Driving', 'Racing', 'General', 'General', 'Arcade', 'Automobile']",E,"Sep 17, 2013",0,No score yet,0,0,1,4.6,Generally unfavorable reviews,2,3,3
How to Survive,Wii U,EKO Software,"['Action Adventure', 'Horror', 'Survival']",M,"Jun 19, 2014",55,Mixed or average reviews,0,9,0,6.1,Mixed or average reviews,6,5,5
Human Resource Machine,Wii U,Tomorrow Corporation,"['Puzzle', 'General']",E10+,"Oct 29, 2015",72,Mixed or average reviews,3,4,0,7.5,Generally favorable reviews,6,0,2
Humanitarian Helicopter,Wii U,Peaceful Games,"['Puzzle', 'Action']",E,"Jul 21, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Hurry Up! Bird Hunter,Wii U,EnjoyUp Games,"['Action', 'General', 'Shooter', 'Light Gun']",E10+,"Oct  6, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Hyrule Warriors,Wii U,Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",T,"Sep 26, 2014",76,Generally favorable reviews,52,27,2,8.3,Generally favorable reviews,573,106,48
Hyrule Warriors: Boss Pack,Wii U,Tecmo Koei Games,"['Action', ""Beat-'Em-Up"", '3D']",,"Mar 12, 2015",0,No score yet,1,0,0,7.6,Generally favorable reviews,5,2,1
Hyrule Warriors: Majora's Mask Pack,Wii U,Tecmo Koei Games,"['Action', ""Beat-'Em-Up"", '3D']",,"Feb  5, 2015",0,No score yet,1,0,0,8.0,Generally favorable reviews,7,1,1
Hyrule Warriors: Master Quest Pack,Wii U,Tecmo Koei Games,"['Action', ""Beat-'Em-Up"", '3D']",,"Oct 16, 2014",0,No score yet,0,0,0,7.9,Generally favorable reviews,7,0,2
